Name,Goals,Successful dribbles %,Total shots,Headed goals,Big chances missed,Set piece conversion %,Tackles,Errors lead to goal,Interceptions,Penalty committed,Clearances,Dribbled past,Big chances created,Total passes,Assists,Accurate final third passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Goals conceded inside the box,Penalties saved,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Was fouled,Fouls,Total duels won %,RangoEdad
Javi Llabrés,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Alberto del Moral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Roberto Arroyo,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1
Fran Delgado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Matt Doherty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3
Pablo Durán,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,5.0,0.0,0.75,70.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,50.0,0.0,0.25,33.33,1
Raúl Parra,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.17,0.0,1.33,0.83,0.0,13.33,0.0,1.67,62.5,40.0,0.0,0.0,0.0,0.5,0.0,0.0,0.17,0.0,75.0,0.5,1.0,43.48,1
Kevin Vázquez,0.0,100.0,0.0,0.0,0.0,0.0,1.3,0.0,0.2,0.0,0.7,0.4,0.0,19.1,0.0,3.7,74.35,31.58,0.0,0.1,0.0,0.8,0.0,0.0,0.2,0.0,25.0,0.5,0.8,50.0,2
Joseba Zaldúa,0.0,37.5,0.1,0.0,0.0,0.0,1.5,0.0,1.1,0.0,2.1,0.3,0.1,21.4,0.1,4.4,70.09,31.43,0.0,0.0,0.0,1.4,0.0,0.3,0.4,0.0,61.29,0.4,1.1,54.67,3
Raúl Guti,0.0,38.46,0.71,0.0,0.07,0.0,0.64,0.0,0.29,0.0,0.18,0.36,0.0,14.18,0.0,2.82,81.86,47.37,0.0,0.0,0.0,0.75,0.0,0.14,0.04,0.0,37.5,0.79,0.29,49.04,2
Diego González,0.0,33.33,0.38,0.0,0.13,0.0,0.75,0.0,0.44,0.06,3.06,0.25,0.0,23.0,0.0,1.38,79.62,38.16,0.0,0.0,0.0,1.19,0.0,0.25,0.31,0.0,70.37,0.31,1.06,52.11,2
Tomás Alarcón,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.5,0.25,0.0,22.25,0.0,4.75,84.27,68.42,0.0,0.0,0.0,1.25,0.0,0.5,0.0,0.25,75.0,0.75,1.0,47.37,1
Pol Lozano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.75,0.0,0.25,71.43,50.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,50.0,0.0,0.25,33.33,1
Amath Ndiaye,0.07,46.67,0.82,0.0,0.18,0.0,1.04,0.0,0.18,0.0,0.14,0.29,0.07,9.79,0.0,2.89,74.09,53.85,0.0,0.04,0.0,0.43,0.0,0.07,0.07,0.04,29.63,0.86,1.25,43.35,2
Dani Gómez,0.0,33.33,0.0,0.0,0.0,0.0,0.25,0.0,0.13,0.0,0.0,0.13,0.0,1.75,0.0,0.88,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,100.0,0.25,0.38,42.86,2
José Pozo,0.0,33.33,0.13,0.0,0.0,0.0,0.25,0.0,0.13,0.0,0.13,0.0,0.0,5.13,0.0,1.88,82.93,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,40.0,0.5,0.25,45.45,2
Unai Vencedor,0.0,50.0,0.3,0.0,0.2,0.0,0.3,0.0,0.1,0.0,0.1,0.5,0.0,12.1,0.0,2.8,88.43,82.35,0.0,0.0,0.0,0.6,0.0,0.1,0.2,0.0,100.0,0.2,1.2,25.0,1
Fernando Niño,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1
Mikel Balenziaga,0.0,100.0,0.33,0.0,0.0,0.0,1.33,0.0,0.33,0.0,0.67,0.0,0.0,18.0,0.0,3.67,74.07,22.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.56,3
David Torres,0.0,100.0,0.14,0.0,0.14,0.0,0.14,0.0,0.43,0.0,1.0,0.0,0.0,32.0,0.0,1.86,79.91,26.92,0.0,0.0,0.0,1.14,0.0,0.0,0.14,0.0,50.0,0.29,0.43,52.0,1
Kenedy,0.0,30.77,0.5,0.0,0.08,0.0,0.5,0.0,0.08,0.0,0.0,0.17,0.08,6.5,0.08,2.08,67.95,0.0,0.0,0.0,0.0,0.67,0.0,0.08,0.25,0.0,40.0,0.17,0.75,33.33,2
Antonio Sánchez,0.0,46.15,0.38,0.0,0.03,0.0,0.59,0.03,0.69,0.03,0.22,0.75,0.09,12.16,0.0,2.47,72.49,33.33,0.0,0.0,0.0,0.53,0.0,0.06,0.16,0.0,30.43,0.47,0.81,34.87,2
Juan Narváez,0.0,50.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,2.4,73.53,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,33.33,1.8,0.2,51.85,2
Youba Diarra,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.8,0.2,9.8,0.0,0.8,81.63,42.86,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,18.75,2
Maximiliano Gómez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,4.67,0.0,2.0,64.29,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,22.22,1.0,1.33,27.78,2
Ludwig Augustinsson,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.5,0.5,0.0,13.5,0.0,1.25,70.37,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.25,0.25,63.64,2
John Nwankwo,0.0,71.43,0.14,0.0,0.0,0.0,1.43,0.07,1.0,0.0,1.5,0.5,0.0,30.21,0.0,2.71,83.92,58.33,0.0,0.21,0.0,0.86,0.0,0.14,0.21,0.07,62.22,0.57,1.64,53.98,1
Awer Mabil,0.0,50.0,0.6,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,0.4,0.0,8.8,0.0,2.6,72.73,33.33,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,16.67,0.6,0.0,44.44,2
Jordan Amavi,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.8,0.4,0.0,12.8,0.0,1.6,50.0,14.29,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,72.73,0.4,0.6,59.09,2
Mickaël Malsa,0.0,100.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,0.6,0.0,4.0,0.0,0.6,65.0,25.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,50.0,0.0,0.4,33.33,2
Abner Vinícius,0.0,30.0,0.38,0.0,0.23,0.0,0.92,0.0,0.62,0.08,1.46,0.69,0.0,20.23,0.0,4.15,76.43,25.0,0.0,0.0,0.0,0.69,0.0,0.08,0.15,0.0,33.33,0.15,0.62,36.23,1
Sekou Gassama,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,77.78,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,1.0,40.0,2
Fabrizio Angileri,0.0,40.0,0.2,0.0,0.0,0.0,0.8,0.0,0.47,0.07,0.6,0.47,0.0,12.07,0.0,2.07,56.91,29.17,0.0,0.0,0.0,0.73,0.0,0.27,0.13,0.07,62.96,0.07,0.47,50.75,2
Ángel Alarcón,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.75,0.0,0.5,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,14.29,1
Marko Milovanović,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.5,44.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,62.5,0.0,1.0,38.46,1
Mamadou Fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Axel Werner,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,30.0,0.0,1.0,71.67,36.0,2.5,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,50.0,2
Álvaro Giménez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,33.33,3
Gonzalo Verdú,0.06,0.0,0.56,0.0,0.06,0.0,0.63,0.0,0.63,0.0,1.94,0.25,0.0,21.13,0.0,0.75,79.59,33.9,0.0,0.0,0.0,0.63,0.0,0.13,0.0,0.13,63.64,0.31,0.63,59.72,3
Wassim Keddari,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.14,0.43,0.14,0.0,8.57,0.0,1.71,95.0,83.33,0.0,0.0,0.0,0.71,0.0,0.14,0.0,0.0,33.33,0.0,0.29,35.71,1
Domingos Quina,0.0,62.5,0.6,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.2,0.1,13.6,0.0,3.8,85.29,66.67,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.1,0.0,1.1,0.5,47.5,1
Filip Jörgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,23.0,0.0,0.0,86.96,40.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mario Suárez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3
Fran Pérez,0.0,62.5,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.43,0.0,9.29,0.0,2.86,86.15,66.67,0.0,0.0,0.0,0.43,0.0,0.0,0.29,0.0,0.0,0.43,0.57,31.03,1
Javier Pastore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,85.71,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
Pablo Muñoz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,16.67,2
Santiago Arzamendia,0.0,33.33,0.33,0.0,0.0,0.0,0.75,0.08,0.17,0.0,1.17,1.25,0.0,15.25,0.0,2.25,68.31,29.17,0.0,0.0,0.0,1.17,0.0,0.08,0.0,0.0,50.0,0.17,0.33,36.54,2
Pape Cheikh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.5,0.0,0.5,73.68,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.5,0.0,2
Houboulang Mendes,0.0,50.0,0.07,0.0,0.0,0.0,1.36,0.07,0.5,0.07,1.21,1.14,0.07,15.07,0.07,2.29,72.04,29.41,0.0,0.0,0.0,1.79,0.0,0.21,0.14,0.0,50.0,0.29,0.93,40.24,2
Lamine Yamal,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Antonio Gomis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Alejandro Alfaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
Iñaki Peña,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,90.91,50.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1
Mario Hernández,0.0,0.0,0.67,0.0,0.0,0.0,1.0,0.0,0.67,0.0,0.0,1.33,0.0,10.33,0.0,2.67,80.65,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.33,0.33,30.77,1
Diego Hormigo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,1.0,2.0,37.5,1
Joan García,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,84.62,42.86,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Diego López,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,12.0,0.0,0.0,70.83,14.29,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jorge Herrando,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,75.0,1
Chadi Riad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Pedro Ortiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Esteban Saveljich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3
Diego Mendez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1
Ruben Quintanilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Álex Revuelta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
